question_id,is_correct,gold,predicted,rel_error,log10_error,steps
gsm-hard-0,True,1227498.3333333333,1227498.333333333,1.8967898964197071e-16,-11.999917631273027,8
gsm-hard-1,True,3473609.0,3473609.0,0.0,-12.0,6
gsm-hard-2,False,-2.9999834061,12.0,5.000022125322381,0.6989719261129378,11
gsm-hard-3,True,5407462.8,5407463.0,3.698592252659871e-08,-7.4319518023779665,8
gsm-hard-4,True,51.0,51.0,0.0,-12.0,6
gsm-hard-5,True,134367812.0,134367812.5436776,4.046189263229138e-09,-8.39284648573591,9
gsm-hard-6,True,11909809.0,11909809.0,0.0,-12.0,12
gsm-hard-7,True,2796088.0,2796088.0,0.0,-12.0,12
gsm-hard-8,True,60954715.0,60954715.0,0.0,-12.0,6
gsm-hard-9,False,-1346810.5,10.0,1.000007424949538,3.224603075892586e-06,6
gsm-hard-10,True,66476740.0,66476740.0,0.0,-12.0,6
gsm-hard-11,True,-993656.0,-993656.0,0.0,-12.0,7
gsm-hard-12,True,84784.26,84784.0,3.066606938537428e-06,-5.5133417444002,7
gsm-hard-13,True,-84732404.0,-84732404.0,0.0,-12.0,6
gsm-hard-14,True,14609835.600000001,14609835.6,1.2749254681763543e-16,-11.999944634219721,8
gsm-hard-15,True,70.0,70.0,0.0,-12.0,5
gsm-hard-16,False,12274570.666666666,16110374.0,0.31250000000000006,-0.5051499783185162,10
gsm-hard-17,True,9810512.0,9810511.0,1.0193147921331731e-07,-6.991687412699907,10
gsm-hard-18,False,-9825743600.0,9825743600.0,2.0,0.30102999566419836,10
gsm-hard-19,True,19462.0,19462.0,0.0,-12.0,7
gsm-hard-20,False,3.509e-07,827012.0,2356831005983.611,12.372328443024953,9
gsm-hard-21,True,30.0,30.0,0.0,-12.0,5
gsm-hard-22,True,48.0,48.0,0.0,-12.0,7
gsm-hard-23,False,66789176.0,61955435544358.0,927625.8888892715,5.967372860756007,11
gsm-hard-24,True,15.0,15.0,0.0,-12.0,7
gsm-hard-25,True,16.0,16.0,0.0,-12.0,7
gsm-hard-26,True,7362938.25,7362939.0,1.0186150888879178e-07,-6.9919856312902215,8
gsm-hard-27,False,1.69726e-05,76358475.0,4498926210479.421,12.653108870106129,8
gsm-hard-28,True,78.0,78.0,0.0,-12.0,6
gsm-hard-29,True,9284017268534.4,9284016155940.0,1.1983975990237058e-07,-6.921395445803153,10
gsm-hard-30,True,4136837.0,4136837.0,0.0,-12.0,8
gsm-hard-31,False,511126480.0,2214877280.0,3.3333252466199754,0.5228776916746934,9
